artist,song_title,year,artist_genre,youtube_link,imvdb_url
Goldy,Nuthin' Like a Tramp,1994,Desconhecido,https://www.youtube.com/watch?v=Dbihi_Xsilg,https://imvdb.com/video/goldy/nuthin-like-a-tramp
Stone Age,Raw Dog,1994,Desconhecido,https://www.youtube.com/watch?v=gn_6xO2WbNs,https://imvdb.com/video/stone-age/raw-dog
Angelfish,Heartbreak To Hate,1994,Desconhecido,https://www.youtube.com/watch?v=hfpxux8jlQ4,https://imvdb.com/video/angelfish/heartbreak-to-hate
Pavement,Gold Soundz,1994,Desconhecido,https://www.youtube.com/watch?v=lPvhKV3Yg2k,https://imvdb.com/video/pavement/gold-soundz
Bush,Everything Zen,1994,Desconhecido,https://www.youtube.com/watch?v=Ps317u9Rhl0,https://imvdb.com/video/bush/everything-zen
Billy Idol,Speed,1994,Desconhecido,https://www.youtube.com/watch?v=bESibXv_gf8,https://imvdb.com/video/billy-idol/speed
Crystal Waters,100% Pure Love,1994,Desconhecido,https://www.youtube.com/watch?v=zQX2q6WCrbE,https://imvdb.com/video/crystal-waters/100-pure-love
Prairie Oyster,Black-Eyed Susan,1994,Desconhecido,,https://imvdb.com/video/prairie-oyster/black-eyed-susan
R.E.M.,"What's The Frequency, Kenneth?",1994,Desconhecido,https://www.youtube.com/watch?v=jWkMhCLkVOg,https://imvdb.com/video/r.e.m./whats-the-frequency-kenneth
Gumball (2),Revolution On the Rocks,1994,Desconhecido,https://www.youtube.com/watch?v=f6jmR9xihl4,https://imvdb.com/video/gumball-2/revolution-on-the-rocks
Helmet (2),Biscuits for Smut,1994,Desconhecido,https://www.youtube.com/watch?v=gWdCX9FXx5Y,https://imvdb.com/video/helmet-2/biscuits-for-smut
Grant Lee Buffalo,Mockingbirds,1994,Desconhecido,https://www.youtube.com/watch?v=NVnWAkOGxK0,https://imvdb.com/video/grant-lee-buffalo/mockingbirds
Milla Jovovich,Gentleman Who Fell,1994,Desconhecido,https://www.youtube.com/watch?v=HS3ZDjd0nso,https://imvdb.com/video/milla-jovovich/gentleman-who-fell/2
Darden Smith,Loving Arms,1994,Desconhecido,https://www.youtube.com/watch?v=nHj7Y-feyK8,https://imvdb.com/video/darden-smith/loving-arms
Ice Cube,What Can I Do,1994,Desconhecido,https://www.youtube.com/watch?v=swNoBBekMTc,https://imvdb.com/video/ice-cube/what-can-i-do
Ice Cube,Bop Gun,1994,Desconhecido,https://www.youtube.com/watch?v=DjsvqQUcqCs,https://imvdb.com/video/ice-cube/bop-gun
Weezer,Buddy Holly,1994,Desconhecido,https://www.youtube.com/watch?v=kemivUKb4f4,https://imvdb.com/video/weezer/buddy-holly
Kenny Chesney,Fall In Love,1994,Desconhecido,https://www.youtube.com/watch?v=1UeDK_HTP8Q,https://imvdb.com/video/kenny-chesney/fall-in-love
Toby Keith,Who's That Man,1994,Desconhecido,https://www.youtube.com/watch?v=OIjsSu_I4So,https://imvdb.com/video/toby-keith/whos-that-man
Slick Rick,Cuz It's Wrong,1994,Desconhecido,https://www.youtube.com/watch?v=UtsV61-Q3JI,https://imvdb.com/video/slick-rick/cuz-its-wrong
Blackstreet,Baby Be Mine,1994,Desconhecido,https://www.youtube.com/watch?v=7JECxa2YULs,https://imvdb.com/video/blackstreet/baby-be-mine
Ahmad (2),You Gotta Be,1994,Desconhecido,https://www.youtube.com/watch?v=9aff-q663DY,https://imvdb.com/video/ahmad-2/you-gotta-be
Stone Temple Pilots,Vasoline,1994,Desconhecido,https://www.youtube.com/watch?v=ht672-wYelc,https://imvdb.com/video/stone-temple-pilots/vasoline
Stabbing Westward,Lies,1994,Desconhecido,https://www.youtube.com/watch?v=1r7mOvX0qLI,https://imvdb.com/video/stabbing-westward/lies
M People,Renaissance,1994,Desconhecido,https://www.youtube.com/watch?v=tP2GXM04BEU,https://imvdb.com/video/m-people/renaissance
MC Breed,Late Nite Creep,1994,Desconhecido,https://www.youtube.com/watch?v=p7Qr7BbxT8o,https://imvdb.com/video/mc-breed/late-nite-creep
Collective Soul,Shine,1994,Desconhecido,https://www.youtube.com/watch?v=_m0bI82Rz_k,https://imvdb.com/video/collective-soul/shine
Litfiba,Lo spettacolo,1994,Desconhecido,https://www.youtube.com/watch?v=Lli-wgCCT0c,https://imvdb.com/video/litfiba/lo-spettacolo
John Mellencamp,Dance Naked,1994,Desconhecido,https://www.youtube.com/watch?v=RKrcvol1NsM,https://imvdb.com/video/john-mellencamp/dance-naked
The Supersuckers,Gold Top,1994,Desconhecido,https://www.youtube.com/watch?v=xo5-D9WFz-o,https://imvdb.com/video/the-supersuckers/gold-top
Gun (2),Word Up,1994,Desconhecido,,https://imvdb.com/video/gun-2/word-up
Soul For Real,Candy Rain,1994,Desconhecido,https://www.youtube.com/watch?v=Cx0xzO73Amo,https://imvdb.com/video/soul-for-real/candy-rain
Billy Joel,Blonde Over Blue,1994,Desconhecido,https://www.youtube.com/watch?v=BrUHFUWjn1Q,https://imvdb.com/video/billy-joel/blonde-over-blue
Green Day,Longview,1994,Desconhecido,https://www.youtube.com/watch?v=42BBdzzgPNM,https://imvdb.com/video/green-day/longview
Nancy Boy,Deep Sleep Motel,1994,Desconhecido,https://www.youtube.com/watch?v=MkC1HbZlA-o,https://imvdb.com/video/nancy-boy/deep-sleep-motel
Sugar (5),Gee Angel,1994,Desconhecido,https://www.youtube.com/watch?v=lXFiycUbG3I,https://imvdb.com/video/sugar-5/gee-angel
Tears For Fears,Elemental,1994,Desconhecido,https://www.youtube.com/watch?v=0nowBbG-cm8,https://imvdb.com/video/tears-for-fears/elemental
Sponge (3),Neenah Menasha,1994,Desconhecido,https://www.youtube.com/watch?v=cI3QmT0TOHs,https://imvdb.com/video/sponge-3/neenah-menasha
Cracker,Euro-Trash Girl,1994,Desconhecido,https://www.youtube.com/watch?v=38Vun2LYnoY,https://imvdb.com/video/cracker/euro-trash-girl
Collin Raye,My Kind of Girl,1994,Desconhecido,https://www.youtube.com/watch?v=pspDTWS6KPA,https://imvdb.com/video/collin-raye/my-kind-of-girl
Clint Black,Summer's Comin',1994,Desconhecido,,https://imvdb.com/video/clint-black-1/summers-comin
Material Issue,Kim The Waitress,1994,Desconhecido,https://www.youtube.com/watch?v=kS5oa5IPSX0,https://imvdb.com/video/material-issue/kim-the-waitress
Arrested Development,United Front,1994,Desconhecido,https://www.youtube.com/watch?v=NDcMKGgbxhA,https://imvdb.com/video/arrested-development/united-front
The Tragically Hip,Greasy Jungle,1994,Desconhecido,https://www.youtube.com/watch?v=0aL4WCiaGBI,https://imvdb.com/video/the-tragically-hip/greasy-jungle
Slick Rick,Behind Bars,1994,Desconhecido,https://www.youtube.com/watch?v=AVRv1dA5Byc,https://imvdb.com/video/slick-rick/behind-bars
Too Short,Cocktails,1994,Desconhecido,https://www.youtube.com/watch?v=VezpCq-EIss,https://imvdb.com/video/too-short/cocktails
Blues Traveler,Hook,1994,Desconhecido,https://www.youtube.com/watch?v=pdz5kCaCRFM,https://imvdb.com/video/blues-traveler/hook
Blind Melon,Change,1994,Desconhecido,https://www.youtube.com/watch?v=Yn1WbBaWTdc,https://imvdb.com/video/blind-melon/change
The Cramps,Ultra Twist,1994,Desconhecido,https://www.youtube.com/watch?v=u8BXmq93qnA,https://imvdb.com/video/the-cramps/ultra-twist
Paulina Rubio,Asunto De Dos,1994,Desconhecido,https://www.youtube.com/watch?v=3fXYlW2V2Uk,https://imvdb.com/video/paulina-rubio/asunto-de-dos
Paulina Rubio,El Me Engaño,1994,Desconhecido,https://www.youtube.com/watch?v=VBWkzpcabCE,https://imvdb.com/video/paulina-rubio/el-me-engano
Crystal Waters,What I Need,1994,Desconhecido,,https://imvdb.com/video/crystal-waters/what-i-need
Laura Pausini,Se Fue,1994,Desconhecido,https://www.youtube.com/watch?v=aDzTCi-Z-FE,https://imvdb.com/video/laura-pausini/se-fue
Lisa Stansfield,Dream Away,1994,Desconhecido,https://www.youtube.com/watch?v=LK08AXDhM6M,https://imvdb.com/video/lisa-stansfield/dream-away
Alice Cooper,It's Me,1994,Desconhecido,https://www.youtube.com/watch?v=cVvwO7pvX5E,https://imvdb.com/video/alice-cooper/its-me
Fun Factory,Pain,1994,Desconhecido,https://www.youtube.com/watch?v=cmzHG6M2KVg,https://imvdb.com/video/fun-factory-1/pain
Maxx (3),Get-A-Way,1994,Desconhecido,https://www.youtube.com/watch?v=NWmO13K2ltM,https://imvdb.com/video/maxx-3/get-a-way
Doop,Wan Too,1994,Desconhecido,https://www.youtube.com/watch?v=NhevjBvlro4,https://imvdb.com/video/doop/wan-too
The Kelly Family,First Time,1994,Desconhecido,https://www.youtube.com/watch?v=k7t76_LvxJc,https://imvdb.com/video/the-kelly-family/first-time
Pete Lundblad,Heartbreak Dance,1994,Desconhecido,https://www.youtube.com/watch?v=79vGsi6g4_A,https://imvdb.com/video/pete-lundblad/heartbreak-dance
Edyta Górniak,Jestem kobiet?,1994,Desconhecido,https://www.youtube.com/watch?v=8lKZahL0vfo,https://imvdb.com/video/edyta-górniak/jestem-kobieta
Everclear,Fire Maple Song,1994,Desconhecido,https://www.youtube.com/watch?v=bbqeO3S1fOk,https://imvdb.com/video/everclear/fire-maple-song
Portishead,Sour Times,1994,Desconhecido,https://www.youtube.com/watch?v=AWXr68l6ACQ,https://imvdb.com/video/portishead/sour-times
Joshua Kadison,Jessie,1994,Desconhecido,https://www.youtube.com/watch?v=gre4DZuA6k4,https://imvdb.com/video/joshua-kadison/jessie
Beck,Pay No Mind (Snoozer),1994,Desconhecido,https://www.youtube.com/watch?v=yHjjqYQpBQg,https://imvdb.com/video/beck/pay-no-mind-snoozer
Snoop Dogg,Gin and Juice,1994,Desconhecido,https://www.youtube.com/watch?v=0Cxr1-b6Xkc,https://imvdb.com/video/snoop-dogg/gin-and-juice
TLC,Diggin' On You,1994,Desconhecido,https://www.youtube.com/watch?v=tReIHIDX354,https://imvdb.com/video/tlc/diggin-on-you
Spin Doctors,Mary Jane,1994,Desconhecido,https://www.youtube.com/watch?v=kNzwbRJIpgw,https://imvdb.com/video/spin-doctors/mary-jane
Supergrass,Caught By the Fuzz,1994,Desconhecido,https://www.youtube.com/watch?v=GNIMuvbiZcc,https://imvdb.com/video/supergrass/caught-by-the-fuzz
Opera IX,The Red Death,1994,Desconhecido,https://www.youtube.com/watch?v=Iun60hMZlwU,https://imvdb.com/video/opera-ix/the-red-death
Suicidal Tendencies,Love vs. Loneliness,1994,Desconhecido,https://www.youtube.com/watch?v=kCRM5WqdYG4,https://imvdb.com/video/suicidal-tendencies/love-vs-loneliness
Activate,Save Me,1994,Desconhecido,https://www.youtube.com/watch?v=saD6JX_YyHM,https://imvdb.com/video/activate/save-me
Steve Perry,Missing You,1994,Desconhecido,,https://imvdb.com/video/steve-perry/missing-you
Alan Jackson,Summertime Blues,1994,Desconhecido,https://www.youtube.com/watch?v=G9x0wbKHos0,https://imvdb.com/video/alan-jackson/summertime-blues
Angela Winbush,Inner City Blues,1994,Desconhecido,https://www.youtube.com/watch?v=_0YHsCmJ3Us,https://imvdb.com/video/angela-winbush/inner-city-blues
Laura Pausini,La Soledad,1994,Desconhecido,https://www.youtube.com/watch?v=89gD-QMFXSQ,https://imvdb.com/video/laura-pausini/la-soledad
Megadeth,Train Of Consequences,1994,Desconhecido,https://www.youtube.com/watch?v=-G38VlmOib8,https://imvdb.com/video/megadeth/train-of-consequences
Empress of Fur,Johnny Voodoo,1994,Desconhecido,https://www.youtube.com/watch?v=d6FNVeB5H5A,https://imvdb.com/video/empress-of-fur/johnny-voodoo
Amy Grant,Lucky One,1994,Desconhecido,https://www.youtube.com/watch?v=zWvcJIcrt_E,https://imvdb.com/video/amy-grant/lucky-one
Elton John,Circle Of Life,1994,Desconhecido,https://www.youtube.com/watch?v=o8ZnCT14nRc,https://imvdb.com/video/elton-john/circle-of-life
Moby,Feeling So Real,1994,Desconhecido,https://www.youtube.com/watch?v=Ju2L6NhSebQ,https://imvdb.com/video/moby/feeling-so-real
Face To Face,Debt,1994,Desconhecido,https://www.youtube.com/watch?v=eQ-vmvR0hIc,https://imvdb.com/video/face-to-face/debt
Marty Stuart,"Kiss Me, I'm Gone",1994,Desconhecido,https://www.youtube.com/watch?v=D7b5p7JwdxA,https://imvdb.com/video/marty-stuart/kiss-me-im-gone
The Charlatans,Jesus Hairdo,1994,Desconhecido,https://www.youtube.com/watch?v=ET-Bo3gmV9o,https://imvdb.com/video/the-charlatans/jesus-hairdo
Eternal,Oh Baby I...,1994,Desconhecido,https://www.youtube.com/watch?v=s374QzglSjE,https://imvdb.com/video/eternal/oh-baby-i
Megadeth,A Tout Le Monde,1994,Desconhecido,https://www.youtube.com/watch?v=aU-dKoFZT0A,https://imvdb.com/video/megadeth/a-tout-le-monde
Juliet Roberts,I Want You,1994,Desconhecido,https://www.youtube.com/watch?v=yW92g_usJuc,https://imvdb.com/video/juliet-roberts/i-want-you
"Murmurs, The",You Suck,1994,Desconhecido,https://www.youtube.com/watch?v=I82AfD7QJ3U,https://imvdb.com/video/the-murmurs/you-suck
The Smashing Pumpkins,Rocket,1994,Desconhecido,https://www.youtube.com/watch?v=Th-AqMvvBzE,https://imvdb.com/video/smashing-pumpkins-the/rocket
Hole,Doll Parts,1994,Desconhecido,https://www.youtube.com/watch?v=RD9xK9smth4,https://imvdb.com/video/hole/doll-parts
Hole,Miss World,1994,Desconhecido,https://www.youtube.com/watch?v=mS1Ckczz0LQ,https://imvdb.com/video/hole/miss-world
Sophie B. Hawkins,Right Beside You,1994,Desconhecido,https://www.youtube.com/watch?v=VDJSOAYEzPA,https://imvdb.com/video/sophie-b.-hawkins/right-beside-you
Marilyn Manson,Lunchbox,1994,Desconhecido,https://www.youtube.com/watch?v=PRFJoUBP54o,https://imvdb.com/video/marilyn-manson/lunchbox
Nine Inch Nails,Closer,1994,Desconhecido,https://www.youtube.com/watch?v=PTFwQP86BRs,https://imvdb.com/video/nine-inch-nails/closer
Orbital,Are We Here?,1994,Desconhecido,https://www.youtube.com/watch?v=6cUcwh2vbqY,https://imvdb.com/video/orbital/are-we-here
Big Mello,Wegonefunkwichamind,1994,Desconhecido,https://www.youtube.com/watch?v=zuwr9ca6Qt0,https://imvdb.com/video/big-mello/wegonefunkwichamind
The Breeders,Shocker In Gloomtown,1994,Desconhecido,https://www.youtube.com/watch?v=glAeyRcWyso,https://imvdb.com/video/the-breeders/shocker-in-gloomtown
Annie Lennox,Wait In Vain,1994,Desconhecido,https://www.youtube.com/watch?v=i74Y-5WKFsA,https://imvdb.com/video/annie-lennox/wait-in-vain
Acacia,Maddening Shroud,1994,Desconhecido,https://www.youtube.com/watch?v=G0s0fSeSSbU,https://imvdb.com/video/acacia/maddening-shroud
Rednex,Old Pop in an Oak,1994,Desconhecido,https://www.youtube.com/watch?v=_YuJZzuHDf8,https://imvdb.com/video/rednex/old-pop-in-an-oak
2 Unlimited,The Real Thing,1994,Desconhecido,https://www.youtube.com/watch?v=2YVYxV66lGQ,https://imvdb.com/video/2-unlimited/the-real-thing
Veruca Salt,All Hail Me,1994,Desconhecido,https://www.youtube.com/watch?v=8LimHXfavgw,https://imvdb.com/video/veruca-salt/all-hail-me
Soul For Real,Ain't No Sunshine,1994,Desconhecido,https://www.youtube.com/watch?v=f4IbjgrOzk8,https://imvdb.com/video/soul-for-real/aint-no-sunshine
Enigma,Carly's Song,1994,Desconhecido,https://www.youtube.com/watch?v=F3Ag4Tnbhck,https://imvdb.com/video/enigma-9/carlys-song
Widespread Panic,Can't Get High,1994,Desconhecido,https://www.youtube.com/watch?v=o4OBNy7tWOk,https://imvdb.com/video/widespread-panic/cant-get-high
Trisha Yearwood,It Wasn't His Child,1994,Desconhecido,https://www.youtube.com/watch?v=FUtImBmI12Y,https://imvdb.com/video/trisha-yearwood/it-wasnt-his-child
Bob Seger,Night Moves,1994,Desconhecido,https://www.youtube.com/watch?v=bgOA24hAe60,https://imvdb.com/video/bob-seger/night-moves
Soul Asylum,Can't Even Tell,1994,Desconhecido,https://www.youtube.com/watch?v=esE-XvZicxE,https://imvdb.com/video/soul-asylum-2/cant-even-tell
Tim McGraw,Indian Outlaw,1994,Desconhecido,https://www.youtube.com/watch?v=kqlR4IEl_04,https://imvdb.com/video/tim-mcgraw/indian-outlaw
Blues Traveler,But Anyway,1994,Desconhecido,https://www.youtube.com/watch?v=XjYGpTkoRVw,https://imvdb.com/video/blues-traveler/but-anyway
Live,Selling the Drama,1994,Desconhecido,https://www.youtube.com/watch?v=xSHAqHA-SPc,https://imvdb.com/video/live/selling-the-drama
The Goats,Rumblefish,1994,Desconhecido,https://www.youtube.com/watch?v=YzE_ucGMudo,https://imvdb.com/video/the-goats-1/rumblefish
Strike,U Sure Do,1994,Desconhecido,https://www.youtube.com/watch?v=A3j2pGMnKj4,https://imvdb.com/video/strike/u-sure-do
Grant Lee Buffalo,Fuzzy,1994,Desconhecido,https://www.youtube.com/watch?v=ILpq6LDrUWQ,https://imvdb.com/video/grant-lee-buffalo/fuzzy
Terrorvision,Pretend Best Friend,1994,Desconhecido,https://www.youtube.com/watch?v=BNXijH0LmZg,https://imvdb.com/video/terrorvision/pretend-best-friend
Marty Stuart,That's What Love's About,1994,Desconhecido,https://www.youtube.com/watch?v=3vOxJlDmrdI,https://imvdb.com/video/marty-stuart/thats-what-loves-about
Texas,So In Love With You,1994,Desconhecido,,https://imvdb.com/video/texas/so-in-love-with-you
Nova Mob,Old Empire,1994,Desconhecido,https://www.youtube.com/watch?v=zCBd7e0wCBQ,https://imvdb.com/video/nova-mob/old-empire
Eternal,So Good,1994,Desconhecido,https://www.youtube.com/watch?v=17J18drxq34,https://imvdb.com/video/eternal/so-good
Kim Appleby,Free Spirit,1994,Desconhecido,https://www.youtube.com/watch?v=FmmVbnexry0,https://imvdb.com/video/kim-appleby/free-spirit
Fat Tuesday,Winter Storm,1994,Desconhecido,https://www.youtube.com/watch?v=6shcOaU36h8,https://imvdb.com/video/fat-tuesday/winter-storm
Gigolo Aunts,Bloom,1994,Desconhecido,https://www.youtube.com/watch?v=MA1dchBD8d8,https://imvdb.com/video/gigolo-aunts/bloom
Weird Al Yankovic,Headline News,1994,Desconhecido,https://www.youtube.com/watch?v=dU95v23MQ4c,https://imvdb.com/video/weird-al-yankovic/headline-news
The Stone Roses,Love Spreads,1994,Desconhecido,https://www.youtube.com/watch?v=ct-qa6SjRZo,https://imvdb.com/video/the-stone-roses/love-spreads
Da Brat,Fa All Y'All,1994,Desconhecido,https://www.youtube.com/watch?v=8lkAUMHypM0,https://imvdb.com/video/da-brat/fa-all-yall
The Tragically Hip,Thugs,1994,Desconhecido,https://www.youtube.com/watch?v=USVW602SYVk,https://imvdb.com/video/the-tragically-hip/thugs
Björk,Violently Happy,1994,Desconhecido,https://www.youtube.com/watch?v=UGSVTCjVXwc,https://imvdb.com/video/bjork/violently-happy
L7,Stuck Here Again,1994,Desconhecido,https://www.youtube.com/watch?v=fFaqWSd9sjE,https://imvdb.com/video/l7/stuck-here-again
Suede,Wild Ones,1994,Desconhecido,https://www.youtube.com/watch?v=a0SuX1IvJys,https://imvdb.com/video/suede/wild-ones
Tasmin Archer,Shipbuilding,1994,Desconhecido,https://www.youtube.com/watch?v=cg0d2id-JmE,https://imvdb.com/video/tasmin-archer/shipbuilding
Amorphis,Black Winter Day,1994,Desconhecido,https://www.youtube.com/watch?v=FxG5pjI8wLk,https://imvdb.com/video/amorphis/black-winter-day
UB40,Reggae Music,1994,Desconhecido,https://www.youtube.com/watch?v=kC6X0mI2dPw,https://imvdb.com/video/ub40/reggae-music
Sign Of Zodiac,Le Cygne,1994,Desconhecido,https://www.youtube.com/watch?v=LxFUppMxStc,https://imvdb.com/video/sign-of-zodiac/le-cygne
Method Man,Bring The Pain,1994,Desconhecido,https://www.youtube.com/watch?v=T0BlXy3Roj4,https://imvdb.com/video/method-man/bring-the-pain
Lush,Desire Lines,1994,Desconhecido,https://www.youtube.com/watch?v=1ccElDZUTpQ,https://imvdb.com/video/lush-1/desire-lines
Silja,Time For Eternity,1994,Desconhecido,,https://imvdb.com/video/silja/time-for-eternity
Soul For Real,Candy Rain (Remix),1994,Desconhecido,https://www.youtube.com/watch?v=VAyCyETLT1o,https://imvdb.com/video/soul-for-real/candy-rain-remix
Quicksand (3),Freezing Process,1994,Desconhecido,https://www.youtube.com/watch?v=1oa5d1h0JHA,https://imvdb.com/video/quicksand-3/freezing-process
Melissa Etheridge,All American Girl,1994,Desconhecido,https://www.youtube.com/watch?v=kFlZptuv0eo,https://imvdb.com/video/melissa-etheridge/all-american-girl
Barry Manilow,I Can't Get Started,1994,Desconhecido,https://www.youtube.com/watch?v=29P88slwYcw,https://imvdb.com/video/barry-manilow/i-cant-get-started
El DeBarge,Can't Get Enough,1994,Desconhecido,https://www.youtube.com/watch?v=fNW0ewPCdac,https://imvdb.com/video/el-debarge/cant-get-enough
Zhané,Sending My Love,1994,Desconhecido,https://www.youtube.com/watch?v=mx3AD9VmN9k,https://imvdb.com/video/zhané/sending-my-love
Roxanne Shanté,Roxanne's Revenge,1994,Desconhecido,https://www.youtube.com/watch?v=0eckRNcHCKA,https://imvdb.com/video/roxanne-shanté/roxannes-revenge
TLC,Red Light Special,1994,Desconhecido,https://www.youtube.com/watch?v=dP2t9LBeAwo,https://imvdb.com/video/tlc/red-light-special
Blink-182,M&M's,1994,Desconhecido,https://www.youtube.com/watch?v=kZs88WWGDoo,https://imvdb.com/video/blink-182/mms
Faith Hill,But I Will,1994,Desconhecido,https://www.youtube.com/watch?v=T647itX4nIg,https://imvdb.com/video/faith-hill/but-i-will
ZZ Top,Breakaway,1994,Desconhecido,https://www.youtube.com/watch?v=kSHhAkVreiw,https://imvdb.com/video/zz-top/breakaway
ZZ Top,World of Swirl,1994,Desconhecido,https://www.youtube.com/watch?v=MJTKGRcQvvE,https://imvdb.com/video/zz-top/world-of-swirl
Madonna,I'll Remember,1994,Desconhecido,https://www.youtube.com/watch?v=wUefFs8V-dY,https://imvdb.com/video/madonna/ill-remember
Seal,Kiss From A Rose,1994,Desconhecido,https://www.youtube.com/watch?v=ateQQc-AgEM,https://imvdb.com/video/seal/kiss-from-a-rose
Spin Doctors,Cleopatra's Cat,1994,Desconhecido,https://www.youtube.com/watch?v=GuDgvbpVQD4,https://imvdb.com/video/spin-doctors/cleopatras-cat
4 Non Blondes,Superfly,1994,Desconhecido,https://www.youtube.com/watch?v=Jeu4l7Mnf9I,https://imvdb.com/video/4-non-blondes/superfly
Candlebox,Far Behind,1994,Desconhecido,https://www.youtube.com/watch?v=Y-LW6m0zX5A,https://imvdb.com/video/candlebox/far-behind
Fugees,Nappy Heads,1994,Desconhecido,https://www.youtube.com/watch?v=s8sNnNRhQ2g,https://imvdb.com/video/fugees/nappy-heads
Alan Jackson,Livin' On Love,1994,Desconhecido,https://www.youtube.com/watch?v=DDXLmYyFu4I,https://imvdb.com/video/alan-jackson/livin-on-love
Maggie Estep,Hey Baby,1994,Desconhecido,https://www.youtube.com/watch?v=8uj21cW1LB0,https://imvdb.com/video/maggie-estep/hey-baby
Robbie Robertson,Mahk Jchi,1994,Desconhecido,,https://imvdb.com/video/robbie-robertson/mahk-jchi
Medicine (2),Time Baby III,1994,Desconhecido,https://www.youtube.com/watch?v=OcVO0iAIcJo,https://imvdb.com/video/medicine-2/time-baby-iii
Roachford,Only To Be With You,1994,Desconhecido,https://www.youtube.com/watch?v=oQ14v01M_cY,https://imvdb.com/video/roachford/only-to-be-with-you
Massive Attack,Sly,1994,Desconhecido,https://www.youtube.com/watch?v=Dsv21Qq3hOc,https://imvdb.com/video/massive-attack/sly
D-Mob,Why?,1994,Desconhecido,https://www.youtube.com/watch?v=8jLjWX4CTcA,https://imvdb.com/video/d-mob-1/why
The Almighty,Wrench,1994,Desconhecido,https://www.youtube.com/watch?v=ddVReoq5G0o,https://imvdb.com/video/the-almighty-1/wrench
Erasure,Run to the Sun,1994,Desconhecido,https://www.youtube.com/watch?v=AvhgG9ee9Aw,https://imvdb.com/video/erasure/run-to-the-sun
Erasure,I Love Saturday,1994,Desconhecido,https://www.youtube.com/watch?v=wmwPh6MHpcU,https://imvdb.com/video/erasure/i-love-saturday
Aerosmith,Blind Man,1994,Desconhecido,https://www.youtube.com/watch?v=B0JLFcbtqvs,https://imvdb.com/video/aerosmith/blind-man
Throwing Muses,Bright Yellow Gun,1994,Desconhecido,https://www.youtube.com/watch?v=pZ5FpXLOh-Q,https://imvdb.com/video/throwing-muses/bright-yellow-gun
Pantera,5 Minutes Alone,1994,Desconhecido,https://www.youtube.com/watch?v=7m7njvwB-Ks,https://imvdb.com/video/pantera/5-minutes-alone
Sugar (5),Your Favorite Thing,1994,Desconhecido,https://www.youtube.com/watch?v=VqIMxWtj9Jg,https://imvdb.com/video/sugar-5/your-favorite-thing
Enigma,Out From The Deep,1994,Desconhecido,https://www.youtube.com/watch?v=yNTv2Au5Bv8,https://imvdb.com/video/enigma-9/out-from-the-deep
Da Brat,Give It 2 You,1994,Desconhecido,https://www.youtube.com/watch?v=YFLt1lhbtKM,https://imvdb.com/video/da-brat/give-it-2-you
The Stone Roses,Begging You,1994,Desconhecido,https://www.youtube.com/watch?v=S1Ke19kxGp8,https://imvdb.com/video/the-stone-roses/begging-you
Sting,When We Dance,1994,Desconhecido,https://www.youtube.com/watch?v=aWjfONP51G4,https://imvdb.com/video/sting/when-we-dance
Willie Nelson,Afraid,1994,Desconhecido,https://www.youtube.com/watch?v=yDrnqcBLhl4,https://imvdb.com/video/willie-nelson/afraid
Retarted Elf,What Up G?,1994,Desconhecido,https://www.youtube.com/watch?v=b-ZY8sorerE,https://imvdb.com/video/retarted-elf/what-up-g
Warren G,This D.J.,1994,Desconhecido,https://www.youtube.com/watch?v=jEJa7t4ST0I,https://imvdb.com/video/warren-g/this-d.j
Goldie,Inner City Life,1994,Desconhecido,https://www.youtube.com/watch?v=DJDvxRkmeqw,https://imvdb.com/video/goldie/inner-city-life
Soul Coughing,Down To This,1994,Desconhecido,https://www.youtube.com/watch?v=V-GqTr8THJg,https://imvdb.com/video/soul-coughing/down-to-this
ZZ Top,Pincushion,1994,Desconhecido,https://www.youtube.com/watch?v=gwq_QW4nrUc,https://imvdb.com/video/zz-top/pincushion
Tori Amos,Cornflake Girl,1994,Desconhecido,https://www.youtube.com/watch?v=uXVjWTxvYVQ,https://imvdb.com/video/tori-amos/cornflake-girl
David Bowie,Buddha of Suburbia,1994,Desconhecido,https://www.youtube.com/watch?v=48d4irOHhLY,https://imvdb.com/video/david-bowie/buddha-of-suburbia
Sonic Youth,Bull In The Heather,1994,Desconhecido,https://www.youtube.com/watch?v=8JGBNkLM9_8,https://imvdb.com/video/sonic-youth/bull-in-the-heather
Beastie Boys,Ricky's Theme,1994,Desconhecido,,https://imvdb.com/video/beastie-boys/rickys-theme
That Dog,Old Timer,1994,Desconhecido,https://www.youtube.com/watch?v=glDFPjrolx0,https://imvdb.com/video/that-dog/old-timer
Marxman,All About Eve,1994,Desconhecido,https://www.youtube.com/watch?v=YIdAA9ODSkc,https://imvdb.com/video/marxman/all-about-eve/2
Real McCoy,Another Night,1994,Desconhecido,https://www.youtube.com/watch?v=Pav2f4b-1ZE,https://imvdb.com/video/real-mccoy/another-night
Corrosion Of Conformity,Clean My Wounds,1994,Desconhecido,https://www.youtube.com/watch?v=yvsQsao1F88,https://imvdb.com/video/corrosion-of-conformity/clean-my-wounds
Suede,Stay Together,1994,Desconhecido,https://www.youtube.com/watch?v=LPfhAksS28g,https://imvdb.com/video/suede/stay-together
Laura Pausini,Strani Amori,1994,Desconhecido,https://www.youtube.com/watch?v=s5LAMxM4OV0,https://imvdb.com/video/laura-pausini/strani-amori
